FieldHostUID	ColEventUID	HostNumber	FieldIdent	FieldNotes	CreateDate	UpdateDate	CreatedBy	UpdatedBy	TripUID	HostF	HostG	HostSp	HostSSp	HostAuthor	HostDetBy	HerbID	history
3739	46382	H036	NULL	NULL	2007-11-23	2011-02-25	Hewson-Smith, Sheridan	Schuh, Randall T.	0	280	1838	1975	0	0	Field ID		Loranthaceae;Viscum;capense;Field ID;
3740	46382	H037	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1626	2623	0	3049	N. Bergh	NYBG voucher	Asteraceae;Euryops;tenuissimus;(L.) DC.;N. Bergh;NYBG voucher
3741	46382	H038	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	176	0	0	0	0	C. Cupido	NYBG voucher	Cyperaceae;C. Cupido;NYBG voucher
3742	46382	H039	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	264	585	6051	0	3493	C. Cupido	NYBG voucher	Lamiaceae;Salvia;namaensis;Schinz;C. Cupido;NYBG voucher
3743	46382	H040	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	294	1718	6048	0	6049	C. Cupido	NYBG voucher	Melianthaceae;Melianthus;comosus;Vahl;C. Cupido;NYBG voucher
3744	46382	H041	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	264	1528	1870	0	3044	C. Cupido	NYBG voucher	Lamiaceae;Ballota;africana;(L.) Benth;C. Cupido;NYBG voucher
3745	46383	H026	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1782	781	0	2918	Field ID		Asteraceae;Pteronia;incana;(Burm.) DC.;Field ID;
3746	46383	H042	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	77	3733	6050	0	3744	M. Buys	NYBG voucher	Aizoaceae;Ruschia;cf. multiflora;(Haw.) Schwantes;M. Buys;NYBG voucher
3747	46383	H043	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	211	1517	807	0	3472	C. Cupido	NYBG voucher	Fabaceae;Aspalathus;leucophylla;R. Dahlgren;C. Cupido;NYBG voucher
3748	46383	H044	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1782	741	0	3403	N. Bergh	NYBG voucher	Asteraceae;Pteronia;fasciculata;L.f.;N. Bergh;NYBG voucher
3749	46384	H_NONE	NULL	NULL	2007-11-23	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3750	46385	H045	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	149	424	2309	6040	3437	C. Cupido	NYBG voucher	Chenopodiaceae;Atriplex;lindleyi;subsp. inflata;Moq.;C. Cupido;NYBG voucher
3751	46386	H046	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1523	2643	0	3061	N. Bergh	NYBG voucher	Asteraceae;Athanasia;trifurcata;(L.) L.;N. Bergh;NYBG voucher
3752	46386	H047	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1782	6035	0	3403	N. Bergh	NYBG voucher	Asteraceae;Pteronia;flexicaulis;L.f.;N. Bergh;NYBG voucher
3753	46386	H048	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	6033	6034	0	3410	N. Bergh	NYBG voucher	Asteraceae;Pegolettia;baccaridifolia;Less.;N. Bergh;NYBG voucher
3754	46387	H049	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	385	1603	1173	6041	1386	C. Cupido	NYBG voucher	Sapindaceae;Dodonaea;viscosa;var. angustifolia;Jacq.;C. Cupido;NYBG voucher
3755	46387	H051	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	377	1512	1864	0	1007	K. Roux	NYBG voucher	Rubiaceae;Anthospermum;aethiopicum;L.;K. Roux;NYBG voucher
3756	46387	H050	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	221	1754	2535	0	2919	K. Roux	NYBG voucher	Geraniaceae;Pelargonium;scabrum;(Burm.f.) L''Her.;K. Roux;NYBG voucher
3757	46388	H052	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	203	1621	5860	0	3490	E.G.H. Oliver	NYBG voucher	Ericaceae;Erica;quadrangularis;Salisb.;E.G.H. Oliver;NYBG voucher
3758	46388	H053	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	32	1753	2038	0	3328	K. Roux	NYBG voucher	Thymelaeaceae;Passerina;corymbosa;Eckl. ex C.H. Wright;K. Roux;NYBG voucher
3759	46389	H_NONE	NULL	NULL	2007-11-23	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3760	46390	H054	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	233	6054	6055	0	6053	J. Manning	NYBG voucher	Hamamelidaceae;Trichocladus;crinitus;(Thunb.) Pers.;J. Manning;NYBG voucher
3761	46391	H055	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	83	5855	2279	0	5854	J. Manning	NYBG voucher	Amaranthaceae;Berzelia;lanuginosa;(L.) Brongn.;J. Manning;NYBG voucher
3762	46392	H056	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	196	1599	757	0	3050	K. Roux	NYBG voucher	Ebenaceae;Diospyros;glabra;(L.) de Winter;K. Roux;NYBG voucher
3763	46392	H057	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1782	6036	0	3300	N. Bergh	NYBG voucher	Asteraceae;Pteronia;tricephala;DC.;N. Bergh;NYBG voucher
3764	46392	H058	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1756	3740	0	3362	N. Bergh	NYBG voucher	Asteraceae;Pentzia;punctata;Harv.;N. Bergh;NYBG voucher
3765	46392	H059	NULL	NULL	2007-11-23	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3766	46392	H060	NULL	NULL	2007-11-23	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3767	46393	H061	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	77	3733	5890	0	5891	M. Buys	NYBG voucher	Aizoaceae;Ruschia;cradockensis;(Kuntze) H.E.K. Hartmann & Stüber;M. Buys;NYBG voucher
3768	46393	H062	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	85	6024	6023	0	6019	K. Roux	NYBG voucher	Anacardiaceae;Searsia;longispina;(Eckl. & Zeyh.) Moffett;K. Roux;NYBG voucher
3769	46394	H063	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	77	1638	1870	0	1007	M. Buys	NYBG voucher	Aizoaceae;Galenia;africana;L.;M. Buys;NYBG voucher
3770	46395	H064	NULL	NULL	2007-11-23	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3771	46395	H065	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	77	3733	6013	0	3832	M. Buys	NYBG voucher	Aizoaceae;Ruschia;muiriana;(L. Bolus) Schwantes;M. Buys;NYBG voucher
3772	46395	H066	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1657	5879	0	3223	N. Bergh	NYBG voucher	Asteraceae;Helichrysum;revolutum;(Thunb.) Less.;N. Bergh;NYBG voucher
3773	46396	H016	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	376	1574	2521	0	3403	Field ID		Rosaceae;Cliffortia;ruscifolia;L.f.;Field ID;
3774	46397	H067	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1523	2643	0	3061	N. Bergh	NYBG voucher	Asteraceae;Athanasia;trifurcata;(L.) L.;N. Bergh;NYBG voucher
3775	46397	H068	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	85	6024	649	0	6016	K. Roux	NYBG voucher	Anacardiaceae;Searsia;angustifolia;(L.) F.A. Barkley;K. Roux;NYBG voucher
3776	46398	H063	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	77	1638	1870	0	1007	Field ID		Aizoaceae;Galenia;africana;L.;Field ID;
3777	46398	H067	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1523	2643	0	3061	Field ID		Asteraceae;Athanasia;trifurcata;(L.) L.;Field ID;
3778	46399	H009	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1623	916	0	0	Field ID		Asteraceae;Eriocephalus;sp.;Field ID;
3779	46399	H067	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1523	2643	0	3061	Field ID		Asteraceae;Athanasia;trifurcata;(L.) L.;Field ID;
3780	46399	H069	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	77	3733	6014	0	3744	M. Buys	NYBG voucher	Aizoaceae;Ruschia;tumidula;(Haw.) Schwantes;M. Buys;NYBG voucher
3781	46399	H070	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	264	585	6015	0	1007	C. Cupido	NYBG voucher	Lamiaceae;Salvia;cf. africana-caerulea;L.;C. Cupido;NYBG voucher
3782	46399	H071	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1657	5862	0	3242	N. Bergh	NYBG voucher	Asteraceae;Helichrysum;dasyanthum;(Willd.) Sweet;N. Bergh;NYBG voucher
3783	46399	H072	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	32	1753	2647	0	3118	Field ID		Thymelaeaceae;Passerina;truncata;(Meisn.) Bredenkamp & A.E. van Wyk;Field ID;
3784	46400	H073	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	5848	5849	0	1386	N. Bergh	NYBG voucher	Asteraceae;Arctotis;revoluta;Jacq.;N. Bergh;NYBG voucher
3785	46400	H074	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	113	5886	5884	0	5885	M. Buys	NYBG voucher	Boraginaceae;Lobostemon;laevigatus;(L.) H. Buek;M. Buys;NYBG voucher
3786	46400	H075	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1657	5861	0	3366	N. Bergh	NYBG voucher	Asteraceae;Helichrysum;aff. aureofolium;Hilliard;N. Bergh;NYBG voucher
3787	46400	H076	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1657	5878	0	3300	N. Bergh	NYBG voucher	Asteraceae;Helichrysum;hebelepis;DC.;N. Bergh;NYBG voucher
3788	46400	H077	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	32	1753	2647	0	3118	K. Roux	NYBG voucher	Thymelaeaceae;Passerina;truncata;(Meisn.) Bredenkamp & A.E. van Wyk;K. Roux;NYBG voucher
3789	46400	H078	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	3	1742	1870	0	3046	J. Manning	NYBG voucher	Scrophulariaceae;Oftia;africana;(L.) Bocq.;J. Manning;NYBG voucher
3790	46400	H079	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1668	870	0	3048	N. Bergh	NYBG voucher	Asteraceae;Hymenolepis;parviflora;(L.) DC;N. Bergh;NYBG voucher
3791	46400	H080	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	211	1517	3827	0	3511	C. Cupido	NYBG voucher	Fabaceae;Aspalathus;spicata;Thurb.;C. Cupido;NYBG voucher
3792	46400	H082	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	221	1754	2535	0	2919	K. Roux	NYBG voucher	Geraniaceae;Pelargonium;scabrum;(Burm.f.) L''Her.;K. Roux;NYBG voucher
3793	46400	H083	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	85	6024	1279	0	6020	K. Roux	NYBG voucher	Anacardiaceae;Searsia;undulata;(Jacq.) T.S. Yi, A.J. Mill. & J. Wen;K. Roux;NYBG voucher
3794	46400	H084	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	85	6024	6022	0	6018	K. Roux	NYBG voucher	Anacardiaceae;Searsia;dissecta;(Thunb.) Moffett;K. Roux;NYBG voucher
3795	46400	H085	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	3	1742	1870	0	3046	J. Manning	NYBG voucher	Scrophulariaceae;Oftia;africana;(L.) Bocq.;J. Manning;NYBG voucher
3796	46400	H081	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	264	585	1871	0	1007	C. Cupido	NYBG voucher	Lamiaceae;Salvia;africana-caerulea;L.;C. Cupido;NYBG voucher
3797	46401	H074	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	113	5886	5884	0	5885	Field ID		Boraginaceae;Lobostemon;laevigatus;(L.) H. Buek;Field ID;
3798	46401	H076	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1657	5878	0	3300	Field ID		Asteraceae;Helichrysum;hebelepis;DC.;Field ID;
3799	46401	H080	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	3827	0	3511	Field ID		Fabaceae;Aspalathus;spicata;Thurb.;Field ID;
3800	46401	H083	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	85	6024	1279	0	6020	Field ID		Anacardiaceae;Searsia;undulata;(Jacq.) T.S. Yi, A.J. Mill. & J. Wen;Field ID;
3801	46402	H072	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	32	1753	2647	0	3118	K. Roux	NYBG voucher	Thymelaeaceae;Passerina;truncata;(Meisn.) Bredenkamp & A.E. van Wyk;K. Roux;NYBG voucher
3802	46402	H086	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1523	2643	0	3061	N. Bergh	NYBG voucher	Asteraceae;Athanasia;trifurcata;(L.) L.;N. Bergh;NYBG voucher
3803	46402	H087	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	211	1517	1858	5850	1445	C. Cupido	NYBG voucher	Fabaceae;Aspalathus;acuminata;subsp. acuminata;Lam.;C. Cupido;NYBG voucher
3804	46402	H088	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1745	2613	0	3058	N. Bergh	NYBG voucher	Asteraceae;Oncosiphon;suffruticosum;(L.) Källersjö;N. Bergh;NYBG voucher
3805	46403	H089	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	211	396	916	0	0	C. Cupido	NYBG voucher	Fabaceae;Acacia;sp.;C. Cupido;NYBG voucher
3806	46404	H067	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1523	2643	0	3061	Field ID		Asteraceae;Athanasia;trifurcata;(L.) L.;Field ID;
3807	46404	H069	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	77	3733	6014	0	3744	Field ID		Aizoaceae;Ruschia;tumidula;(Haw.) Schwantes;Field ID;
3808	46404	H087	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	1858	5850	1445	Field ID		Fabaceae;Aspalathus;acuminata;subsp. acuminata;Lam.;Field ID;
3809	46404	H090	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1782	728	0	3139	N. Bergh	NYBG voucher	Asteraceae;Pteronia;divaricata;(P.J.Bergius) Less.;N. Bergh;NYBG voucher
3810	46405	H091	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1657	5862	0	3242	N. Bergh	NYBG voucher	Asteraceae;Helichrysum;dasyanthum;(Willd.) Sweet;N. Bergh;NYBG voucher
3811	46405	H092	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1720	4384	0	5887	N. Bergh	NYBG voucher	Asteraceae;Metalasia;densa;(Lam.) P.O. Karis;N. Bergh;NYBG voucher
3812	46406	H082	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	221	1754	2535	0	2919	Field ID		Geraniaceae;Pelargonium;scabrum;(Burm.f.) L''Her.;Field ID;
3813	46406	H086	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1523	2643	0	3061	Field ID		Asteraceae;Athanasia;trifurcata;(L.) L.;Field ID;
3814	46406	H093	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	211	1517	770	0	3403	C. Cupido	NYBG voucher	Fabaceae;Aspalathus;heterophylla;L.f.;C. Cupido;NYBG voucher
3815	46406	H094	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	85	6024	2011	0	6017	K. Roux	NYBG voucher	Anacardiaceae;Searsia;ciliata;(Licht. ex Schult.) A. Mill;K. Roux;NYBG voucher
3816	46406	H095	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	18	1660	2642	0	1007	D. Snijman	NYBG voucher	Sterculiaceae;Hermannia;trifurca;L.;D. Snijman;NYBG voucher
3817	46407	H096	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	98	1745	2613	0	3058	N. Bergh	NYBG voucher	Asteraceae;Oncosiphon;suffruticosum;(L.) Källersjö;N. Bergh;NYBG voucher
3818	46407	H097	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	286	4398	4664	0	1007	D. Snijman	NYBG voucher	Malvaceae;Lavatera;arborea;L.;D. Snijman;NYBG voucher
3819	46408	H098	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	221	1754	2046	5888	3063	K. Roux	NYBG voucher	Geraniaceae;Pelargonium;cucullatum;tabulare;(L.) L''Her.;K. Roux;NYBG voucher
3820	46408	H099	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	32	1753	2038	0	3328	K. Roux	NYBG voucher	Thymelaeaceae;Passerina;corymbosa;Eckl. ex C.H. Wright;K. Roux;NYBG voucher
3821	46408	H100	NULL	NULL	2007-11-23	2011-01-27	Hewson-Smith, Sheridan	Salas, Ruth	0	203	1621	2369	0	6044	E.G.H. Oliver	NYBG voucher	Ericaceae;Erica;muscosa;(Ait.) E.G.H. Oliver;E.G.H. Oliver;NYBG voucher
3822	46409	H098	NULL	NULL	2007-11-23	2009-06-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	221	1754	2046	5888	3063	Field ID		Geraniaceae;Pelargonium;cucullatum;tabulare;(L.) L''Her.;Field ID;
3823	52927	H001	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	1944	0	3300	Perth staff	Perth 7300808	Mimosaceae;Acacia;bivenosa;DC.;Perth staff;Perth 7300808
3824	52927	H002	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	1783	5734	0	2978	Perth staff	Perth 7250754	Amaranthaceae;Ptilotus;rotundifolius;(F. Muell.) F. Muell.;Perth staff;Perth 7250754
3825	52927	H003	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	5735	0	3309	Perth staff	Perth 7250746	Mimosaceae;Acacia;inaequilatera;Domin;Perth staff;Perth 7250746
3826	52927	H004	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3827	52927	H005	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	286	1801	5736	0	0	Perth staff	Perth 7300794	Malvaceae;Sida;sp. spiciform panicles (e. leyland s.n. 14/8/90);Perth staff;Perth 7300794
3828	52929	H006	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	307	1619	749	2779	3339	Perth staff	Perth 7300557	Myoporaceae;Eremophila;fraseri;subsp. fraseri;F.Muell;Perth staff;Perth 7300557
3829	52929	H007	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	307	1619	2048	0	3395	Perth staff	Perth 7300549	Myoporaceae;Eremophila;cuneifolia;Kraenzl.;Perth staff;Perth 7300549
3830	52929	H008	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	149	584	1926	0	3470	Perth staff	Perth 7250738	Chenopodiaceae;Salsola;australis;R.Br.;Perth staff;Perth 7250738
3831	52929	H009	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3832	52929	H010	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	9	1802	5737	0	3309	Perth staff	Perth 7300719	Solanaceae;Solanum;gabrielae;Domin;Perth staff;Perth 7300719
3833	52929	H011	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	280	1707	916	0	0	Perth staff	Perth 7300786	Loranthaceae;Lysiana;sp.;Perth staff;Perth 7300786
3834	52929	H012	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3835	52930	H012	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	2631	0	3333	Perth staff	Perth 7250894	Mimosaceae;Acacia;tetragonophylla;F. Muell.;Perth staff;Perth 7250894
3836	52930	H013	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	5739	5738	3300	Perth staff	Perth 7300182	Mimosaceae;Acacia;pyrifolia;var. pyrifolia;DC.;Perth staff;Perth 7300182
3837	52930	H014	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	1944	0	3300	Perth staff	Perth 7300174	Mimosaceae;Acacia;bivenosa;DC.;Perth staff;Perth 7300174
3838	52930	H015	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	286	395	2051	0	1159	Perth staff	Perth 7250649	Malvaceae;Abutilon;cunninghamii;Benth.;Perth staff;Perth 7250649
3839	52930	H016	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	313	1624	2171	0	3340	Perth staff	Perth 7250630	Myrtaceae;Eucalyptus;gamophylla;F.Muell.;Perth staff;Perth 7250630
3840	52930	H017	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3841	52930	H018	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	286	395	2051	0	1159	Perth staff	Perth 7250800	Malvaceae;Abutilon;cunninghamii;Benth.;Perth staff;Perth 7250800
3842	52931	H019	NULL	NULL	2008-03-11	2008-12-15	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	1888	5740	1159	Perth staff	Perth 7250797	Mimosaceae;Acacia;aneura;var. tenuis (flat);Benth.;Perth staff;Perth 7250797
3843	52931	H020	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	307	1619	2162	5742	3333	Perth staff	Perth 7250789	Myoporaceae;Eremophila;forrestii;subsp. forrestii;F. Muell.;Perth staff;Perth 7250789
3844	52931	H021	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	385	1603	3922	0	3340	Perth staff	Perth 7250770	Sapindaceae;Dodonaea;petiolaris;F.Muell.;Perth staff;Perth 7250770
3845	52931	H022	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	9	1802	2283	0	3460	Perth staff	Perth 7300255	Solanaceae;Solanum;lasiophyllum;Poir.;Perth staff;Perth 7300255
3846	52932	H023	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3847	52932	H024	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	33	1579	2413	0	5219	Perth staff	Perth 7250762	Tiliaceae;Corchorus;parviflorus;(Benth.) Domin;Perth staff;Perth 7250762
3848	52933	H023	NULL	NULL	2008-03-11	NULL	Hewson-Smith, Sheridan	NULL	0	0	0	0	0	0			;
3849	52933	H025	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	5744	0	5743	Perth staff	Perth 7250886	Mimosaceae;Acacia;stellaticeps;Kodela, Tindale & D.A. Keith;Perth staff;Perth 7250886
3850	52945	H026	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	5745	0	3340	Perth staff	Perth 7300700	Mimosaceae;Acacia;orthocarpa;F.Muell.;Perth staff;Perth 7300700
3851	52945	H027	NULL	NULL	2008-03-11	2008-12-15	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	298	396	5747	5746	3343	Perth staff	Perth 7300697	Mimosaceae;Acacia;tumida;var. pilbarensis;F.Muell. ex Benth.;Perth staff;Perth 7300697
3852	52945	H028	NULL	NULL	2008-03-11	2008-12-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	33	1579	4680	0	3361	Perth staff	Perth 7300778	Tiliaceae;Corchorus;incanus;Halford;Perth staff;Perth 7300778
